7896181902553##DISGREN                                      300MCG CX 20 CAP##37,92 
7899095222267##IBUVIX                                       300MG CX 30 COMP REV##11,50 
7899095222236##IBUVIX                                       300MG CX C/ 20 COMP##7,67 
7899095222182##IBUVIX                                       400MG CX 10 COMP##11,15 
7899095244085##IBUVIX                                       600MG CX 20 COMP##14,87 
7899095244092##IBUVIX                                       600MG CX 30 COMP##20,58 
4260085521425##ICACORT                                      1+10MG/G CREME BG 30##19,57 
7795320008821##ICADEN                                       CREME BG 20##21,00 
7795320050035##ICADEN                                       SOL FR 30ML##29,55 
7795320050042##ICADEN                                       SPRAY FR 60ML##55,00 
7896548134535##ICAPS L&Z                                    FR 60 COMP REV##25,39 
7896112426028##ICTUS                                        12,5MG CX 30 COMP##28,70 
7896112411314##ICTUS                                        12,5MG CX 60 COMP##38,89 
7896112426288##ICTUS                                        25MG CX 30 COMP##33,71 
7896112411352##ICTUS                                        25MG CX 60 COMP##38,89 
7896112426066##ICTUS                                        3,125MG CX 30 COMP##22,21 
7896112411086##ICTUS                                        3,125MG CX 60 COMP##38,89 
7896112426189##ICTUS                                        6,25MG CX 30 COMP##24,96 
7896112411192##ICTUS                                        6,25MG CX 60 COMP##38,89 
7798061750523##IDA                                          10MG PO LIOF INJ FA+DIL X 10ML HOSP##1.071,56 
7798061750554##IDA                                          5MG PO LIOF INJ FA+DIL X 5ML HOSP##559,94 
7891317420246##IFOSFAMIDA                                   1G PO PREP INJ CX 10 FA##794,18 
7891317434137##IFOSFAMIDA                                   2G PO PREP INJ 10FA##1.400,47 
7898074611054##IGUASSINA                                    50+50MG CX 20 COMP##6,54 
7896261016286##ILARIS                                       150MG CX 1FA##39.377,48 
7898168001082##ILOSONE                                      20MG SOL TOP FR 120ML##17,51 
7898168000184##ILOSONE                                      20MG/G 60G GEL TOP##22,12 
7898168000719##ILOSONE                                      500MG CX 10 DR##24,92 
7898168000726##ILOSONE                                      500MG CX 48 DR##116,98 
7898414852444##IMECAP CELLUT                                GEL CREME 250MG+CX 60 CAP##145,00 
7898414851966##IMECAP HAIR                                  CX 60 CAP##50,10 
7898414851911##IMECAP REJUVENESCEDOR                        CX 60 CAP##66,28 
5700666023669##IMEDEEN RADIANT                              COMPLEXION FR 120 COMP##234,83 
5700666023645##IMEDEEN RADIANT                              COMPLEXION FR 60 COMP##133,31 
7896006232155##IMICIL                                       500+500MG X 1FA INJ##106,24 
7896269900532##IMIGRAN                                      100MG CX 2 COMP##36,64 
7896269900853##IMIGRAN                                      50MG CX 2 COMP##17,27 
7898911244070##IMIPENEM + CILASTATINA SODICA                500 MG + 500 MG PO INJ CT FR VD INC X 20 ML##74,53 
7898911244117##IMIPENEM + CILASTATINA SODICA                500MG + 500MG PO INJ CX25 FR 20 ML##1.863,89 
7898911244100##IMIPENEM+CILASTATINA                         500MG CX 10FA S/BOLSA##745,56 
7898911244094##IMIPENEM+CILASTATINA                         500MG CX 10FA+10 BOLSAS##745,56 
7898911244087##IMIPENEM+CILASTATINA                         500MG INJ CX 1FA+BOLSA##74,53 
7897076915313##IMIPENEM+CILASTATINA                         500MG PO SOL INJ CX 25FA X 30ML##1.607,93 
7898487605046##IMIPENEM+CILASTATINA SODICA                  500+500MG PO SOL INJ 10FA+10 BOLS X 100ML##671,04 
7898487600010##IMIPENEM+CILASTATINA SODICA                  500+500MG SOL INJ CX 10AMP X 20ML+BOLS X100ML##671,04 
7898487612259##IMIPENEM+CILASTATINA SODICA                  500+500MG PO SOL INJ CX 10 FA X 20ML EMB HOSP##713,65 
7896676403350##IMIPRA                                       25MG CX 20BL X 10 COMP EMB HOSP##54,31 
7896422516891##IMIQUIMODE                                   50MG/G CREM DERM CX 12 SACH 0,25##122,58 
7896422516884##IMIQUIMODE                                   50MG/G CREM DERM CX 6 SACH 0,25##61,29 
7896212478750##IMOSEC                                       2MG CX 12 COMP##5,50 
7896212469468##IMOSEC                                       2MG DISPENDER 50BL X 4COMP##76,70 
7896070602403##IMOVANE                                      7,5MG CX 20 COMP REV##33,98 
7896422517171##IMOXY                                        50MG/G CREME DERM 12 SACH X 0,25##102,24 
7896422517188##IMOXY                                        50MG/G CREME DERM 6 SACH X 0,25##51,10 
7897572001206##IMPLANON                                     68MG CX 1 SER IMPLANTE##792,90 
7896317908640##IMUNAX                                       200MG CX 30 CAP##23,92 
7896676415544##IMUNEN                                       50MG - 20 BLISR X 10 CPS##375,44 
7896676403367##IMUNEN                                       50MG CX 20BL X 10 COMP EMB HOSP##363,50 
7899620910621##IMUNOBIL                                     CX 60 FLAC X 10ML SB BOLDO##60,00 
7896083402625##IMUNOFLAN                                    307,39MG/ML FR 120ML##46,70 
7896014653706##IMUNOGLOBULIN                                50MG/ML SOL INJ 1 FA X 100ML  + KIT INFUS##971,48 
7896014653409##IMUNOGLOBULIN                                50MG/ML SOL INJ 1 FA X 10ML + KIT INFUS##97,08 
7896014653904##IMUNOGLOBULIN                                50MG/ML SOL INJ 1 FA X 20ML + KIT INFUS##199,71 
7896014653508##IMUNOGLOBULIN                                50MG/ML SOL INJ 1 FA X 50ML + KIT INFUS##485,73 
7896685301241##IMUNOGLUCAN                                  INJ CX 1FA X 5ML##154,33 
7896083402724##IMUNOMAX                                     50MG GEL BG 5##18,48 
7896083402519##IMUNOMAX GEL                                 50MG/G GEL BG 10##38,30 
7895858010379##IMURAN                                       50MG CX 100 COMP REV##237,82 
7895858010362##IMURAN                                       50MG CX 50 COMP REV##118,91 
7894916501422##IMUSSUPREX                                   50MG CX 50 COMP##65,81 
7896290401183##INCEL                                        10MG SOL INJ CX 1FA##37,49 
7896290401190##INCEL                                        50MG SOL INJ CX 1FA##196,97 
7896212424344##INCIVO                                       375MG CX 4 X 42 COMP##31.258,33 
7896830500154##INCONTINOL                                   5MG CX 20 COMP##12,77 
7896830500475##INCONTINOL                                   5MG CX 30 COMP##15,61 
7898906376199##INCORIL                                      AP 120MG CX 30 COMP REV##47,74 
7898906376205##INCORIL                                      AP 180MG CX 30 COMP REV##55,09 
7898906376212##INCORIL                                      AP 240MG CX 30 COMP REV##80,34 
7898906376182##INCORIL                                      AP 90MG CX 30 COMP REV##35,12 
7895296228015##INDAFIX                                      1,5MG CX 10 COMP REV##4,51 
7895296228039##INDAFIX                                      1,5MG CX 60 COMP REV##22,50 
7896004728834##INDAPAMIDA                                   1,5 MG CX 30 COMP REV##15,32 
7896004728827##INDAPAMIDA                                   1,5MG CX 30 COMP REV##15,32 
8902220105676##INDAPEN SR                                   1,5MG CX 30 COMP##14,47 
7896004728957##INDATRAT                                     1,5MG CX 3BL X 10 COMP REV##15,32 
7896206400262##INDERAL                                      10MG CX 24 COMP##4,46 
7896206400279##INDERAL                                      40MG CX 20 COMP##5,48 
7896206400286##INDERAL                                      80MG CX 20 COMP##7,24 
7897337707022##INDOCID                                      100MG CX 10 SUP##15,70 
7895858005955##INDOCID                                      25MG CX 30 CAP##14,91 
7895858005962##INDOCID                                      50MG CX 30 CAP##21,16 
7894916501408##INDUX                                        50MG CX 10 COMP##19,91 
7896658020735##INELLARE                                     30 TABLETS MAST##41,16 
7896658020742##INELLARE                                     60 TABLETS MAST##52,07 
7896658025884##INELLARE                                     60 TABLETS SB CARAMELO##52,07 
7896658023170##INELLARE                                     ZERO ACUCAR 30 TABLETS##43,22 
7896658023187##INELLARE                                     ZERO ACUCAR 60 TABLETS##54,68 
7896658026324##INELLARE                                     ZERO ACUCAR TAB 60+1LATA PACK PROMOCIONAL##54,68 
7896026300438##INFECTRIN                                    400MG CX 20 COMP##11,40 
7896026300469##INFECTRIN                                    8+40MG SUS ORAL FR 120ML PED##11,09 
7896026300476##INFECTRIN                                    8+40MG SUS ORAL FR 50ML PED##5,19 
7896026300452##INFECTRIN F                                  F 800MG CX 10 COMP##12,59 
7896004724782##INFLADEX                                     100MG CX 10 COMP REV##11,96 
7896004731063##INFLADEX                                     100MG CX 2BL X 10 COMP REV##20,27 
7896004715728##INFLALID                                     CX 12 COMP##15,97 
7896004714769##INFLALID                                     FR GTS 15ML##15,97 
7896672201592##INFLAMENE                                    20MG CX 15 CAP##24,36 
7896672201677##INFLAMENE                                    20MG CX 8 CAP##13,08 
7896672201639##INFLAMENE                                    CX 10 SUP##18,57 
7896672201684##INFLAMENE                                    SOL FR GTS 10ML##11,94 
7896862910242##INFLAMEX                                     50MG CX 20 COMP REV##6,95 
7896226102023##INFLANAN FC                                  20MG CX 16 COMP##18,98 
7896226102016##INFLANAN FC                                  20MG CX 8 COMP##9,98 
7896004705682##INFRALAX                                     300+30+125+50MG CX 30 COMP##21,97 
7896004727158##INFRALAX                                     CX 15 COMP##11,03 
7896004739625##INFRALAX                                     CX 25BL X 4 COMP##70,62 
7896004742168##INFRALAX                                     CX 50BL X 4 COMP##134,16 
7897732609105##INGLESA SOBRAL                               SOL OR CX 12 FR 430ML+CM##10,36 
7896637022316##INIBINA                                      10MG CX 20 COMP##53,59 
7896637022354##INIBINA                                      10MG CX 25 AMP X 2ML##255,51 
7896637024020##INIBINA                                      10MG CX 30 COMP##76,36 
7896637022330##INIBINA                                      10MG CX 5 AMP X 2ML##51,68 
7898040320652##INICOX                                       15MG CX 5 COMP##15,61 
7896004746906##INIP                                         150MG CX 10 COMP REV##17,71 
7896004732985##INIP                                         150MG CX 30 COMP REV##51,79 
7897595620484##INIPARET                                     10MG CX 14 COMP REV##31,87 
7897595620491##INIPARET                                     20MG CX 14 COMP REV##59,62 
7897595620507##INIPARET                                     20MG CX 28 COMP REV##115,85 
7894916505864##INLACT                                       667MG XPE FR 120ML SB AMEIXA##22,94 
7898149931452##INOFUNGIN                                    25.000 UI/G CREM VAG CX 50BG X 60G+APLIC HOSP##898,46 
7896112160410##INSONOX                                      10MG CX 10 COMP##19,70 
7896112160427##INSONOX                                      10MG CX 20 COMP##34,41 
7895858005436##INSUNORM N                                   100UI/ML SUS INJ 1FA X 10ML##33,49 
7895858005412##INSUNORM R                                   100UI/ML SOL INJ 1FA X 10ML##33,49 
7898060132297##INTESTIN                                     2MG CX 12 COMP##5,29 
7898060132655##INTESTIN                                     2MG CX 200 COMP EMB HOSP##62,63 
7898040323707##INTHOS                                       250MG FR 60 CAP##77,84 
7891317415129##INTRA GEL                                    CT C/ 1 BISN PLAS  X 50 ##8,55 
7898158693747##INTYMA CARE                                  SAB LIQ INTIMO FR 200ML##20,12 
7897337700306##INVANZ                                       1G IV CX FA##306,06 
7896212422067##INVEGA                                       3MG CX 28 COMP REV##240,59 
7896212422043##INVEGA                                       3MG CX 7 COMP REV##56,13 
7896212422098##INVEGA                                       6MG CX 28 COMP REV##481,19 
7896212422074##INVEGA                                       6MG CX 7 COMP REV##112,28 
7896212422128##INVEGA                                       9MG CX 28 COMP##721,74 
7896212424122##INVEGA SUSTENNA                              100MG/ML SUS INJ 1 SER PREENCH X 0,75ML##1.005,17 
7896212424153##INVEGA SUSTENNA                              100MG/ML SUS INJ 1 SER PREENCH X 1,00ML##1.235,29 
7896212424184##INVEGA SUSTENNA                              100MG/ML SUS INJ 1 SER PREENCH X 1,50ML##1.235,29 
7896212424092##INVEGA SUSTENNA                              100MG/ML SUS INJ 1SER PREENCH X 0,50ML##772,70 
7896212425013##INVOKANA                                     100MG CX 10 COMP REV##59,32 
7896212425037##INVOKANA                                     100MG CX 30 COMP REV##177,96 
7896212425068##INVOKANA                                     300MG CX 10 COMP REV##78,07 
7896212425082##INVOKANA                                     300MG CX 30 COMP REV##234,22 
7898148302154##IODETO DE POTASSIO                           2% XPE FR 100ML+CM##9,52 
7893736003536##IODETON                                      20MG XPE FR 100ML##8,51 
7896004817590##IODEX                                        POTE 28##8,51 
7898148294794##IONCLOR                                      60MG/ML SOL OR CX 50 FR X 100ML EMB HOSP##76,12 
7898148294800##IONCLOR                                      60MG/ML SOL OR CX 50 FR X 150ML EMB HOSP##107,11 
7896181900184##IONIL                                        CREME RINSE FR 120ML (+7% IPI)##12,33 
7896181903192##IONIL T                                      SHAMPOO FR 120ML##15,47 
7896226102702##IPERISAN                                     CX 20 COMP##38,31 
7896226102719##IPERISAN                                     CX 30 COMP##51,64 
7896226102726##IPERISAN                                     CX 60 COMP##91,86 
7896714270234##IPRANEO                                      0,25MG SOL INAL FR 20ML+CT##12,56 
7896714218304##IPRANEO                                      0,25MG/ML SOL CX 50 FR X 20ML##379,03 
7895296284011##IPRAVENT                                     0,25MG/ML FR 20ML##8,29 
7897460400265##IPSILON                                      20PCC SOL INJ FA X 20ML##21,98 
7897460400227##IPSILON                                      500MG CX 36 COMP##25,03 
7897460400258##IPSILON                                      5PCC SOL INJ FA X 20 ML##19,21 
7891317488352##IRBERSARTANA+HIDROCLOROTIAZIDA               150+12,5MG CX 30 COMP##58,48 
7891317488390##IRBERSARTANA+HIDROCLOROTIAZIDA               300+12,5MG CX 30 COMP##58,48 
7897076913654##IRBESARTANA                                  150MG CX 15 COMP REV##34,40 
7897076913678##IRBESARTANA                                  150MG CX 30 COMP##65,80 
7897076913708##IRBESARTANA                                  300MG CX 15 COMP##34,40 
7897076913722##IRBESARTANA                                  300MG CX 30 COMP##65,80 
7897595604453##IRENAX                                       20MG SOL INJ FA X 5ML##1.563,13 
7896206402457##IRESSA                                       250MG CX 30 COMP REV##3.478,52 
7898901921479##IRNOCAM                                      100MG SOL INJ FA X 5,0ML##1.607,05 
7898901921462##IRNOCAM                                      40MG SOL INJ FA X 2,0ML##647,05 
7898901921479##IRNOCAM                                      100MG CX 1FA X 5,0ML##1.607,05 
7898901921462##IRNOCAM                                      40MG CX 1FA X 2,0ML##647,05 
7898945030298##IRRITRATIL                                   200MG CX 20 CAP##23,82 
7898945030304##IRRITRATIL                                   200MG CX 30 CAP##37,54 
7898569761363##IRRITRATIL                                   200MG CX 20 COMP##22,40 
7896255713368##IRUXOL                                       0,6U/G+0,01G POM DERM BG 30##39,51 
7896255713368##IRUXOL                                       0,6U/G+0,01G POM DERM CX 50BG X 30##1.908,90 
7896255765947##IRUXOL                                       0,6U/G + 0,01G POM DERM CT 50 BG AL X 30 ##1.818,00 
7896255765473##IRUXOL                                       0,6U/G + 0,01G POM DERM CT BG AL X 50##66,91 
7896255765466##IRUXOL                                       0,6U+0,01G POM DERM BG 15G+ESP##25,29 
7896255765619##IRUXOL MONO                                  1,2U/G POM DERM BG 15##31,72 
7896255763172##IRUXOL MONO                                  1,2U/G POM DERM BG 30##49,53 
7896255764506##IRUXOL MONO                                  1,2U POM DERM 50BG X 30G+ESP##2.478,50 
7897337708142##ISENTRESS                                    400MG  CX 60 COMP REV##1.540,34 
7896658002328##ISKEMIL                                      6MG CX 20 CAP##72,54 
7896658001420##ISKETAM                                      400+1MG CX 20 COMP##14,63 
7896083400928##ISOFLAVINE                                   150MG CX 30 COMP##51,77 
7896083400775##ISOFLAVINE                                   75MG CX 30 COMP##29,78 
7897406113068##ISOFLURANO                                   FR 100ML##394,85 
7897406113075##ISOFLURANO                                   FR 240ML##852,78 
7897406113273##ISOFLURANO                                   FR 50ML##197,41 
7896676405323##ISOFORINE                                    FR 100ML##395,11 
7896676405330##ISOFORINE                                    FR 240ML##946,46 
7891158100192##ISOMIL 2                                     LATA 400##35,09 
7897406113310##ISORAN                                       50ML CX 1FR##235,44 
7897406112832##ISORAN                                       FR 100ML##470,87 
7897406112276##ISORAN                                       FR 240ML##1.130,09 
7894916550086##ISORDIL                                      10MG CX 30 COMP##5,86 
7894916550031##ISORDIL                                      5MG CX 30 COMP SUBLIN##6,13 
7895296108034##ISOTRAT                                      10MG CX 30 CAP##48,51 
7895296108089##ISOTRAT                                      20MG CX 30 CAP##89,56 
7896004724119##ISOTRETINOINA                                10MG CX 6BL X 5 CAP##48,40 
7896004724102##ISOTRETINOINA                                20MG CX 6BL X 5 CAP##89,34 
7896004724126##ISOTRETINOINA                                20MG CX 6BL X 5 CAP##89,34 
7895296043021##ISOTRETINOINA                                10MG CX 30 CAP##48,51 
7898907401197##ISOTRETINOINA                                20MG CX 30 CAP##84,01 
7895296043069##ISOTRETINOINA                                20MG CX 30 CAP##89,56 
7896251801298##ISOTREX                                      0,05% GEL BG 30##42,43 
7896251801861##ISOTREX                                      0,5MG CREME DERM BG 30##42,22 
7896251801991##ISOTREXIN                                    0,5+20MG GEL BG 30##50,41 
7896251801878##ISOTREXOL                                    0,5+40+15+80MG CREME 30##60,92 
7898148296156##ITRACONAZOL                                  100MG CX 10 CAP##54,40 
7898095343828##ITRACONAZOL                                  100MG CX 15 CAP##79,11 
7898148296163##ITRACONAZOL                                  100MG CX 15 CAP##73,44 
7898095343811##ITRACONAZOL                                  100MG CX 4 CAP##32,48 
7898148296149##ITRACONAZOL                                  100MG CX 4 CAP##24,17 
7898148296231##ITRACONAZOL                                  100MG CX 400 CAP EMB HOSP##955,86 
7899547506891##ITRACONAZOL                                  100MG CX 80 CAP  EMB FRAC##506,55 
7896004716237##ITRALEX                                      100MG CX 15 CAP##45,06 
7896004716220##ITRALEX                                      100MG CX 4 CAP##19,46 
7898060138831##ITRAMICOS                                    100MG CX 10 CAP##63,41 
7898060138817##ITRAMICOS                                    100MG CX 15 CAP##78,90 
7898060138824##ITRAMICOS                                    100MG CX 4 CAP##26,77 
7894916500777##ITRASPOR                                     100MG CX 15 CAP##57,60 
7894916501095##ITRASPOR                                     100MG CX 4 CAP##23,95 
7896094208674##IUMI                                         24 3/0,02 MG X 3 CART COMP REV##83,36 
7896094208094##IUMI                                         3+0,02MG CX 24 COMP REV##30,57 
7897655405549##IVERMEC                                      6 MG COM CT BL AL PLAS INC X 80##197,55 
7897655401800##IVERMEC                                      6MG CX 2 COMP##11,81 
7897655401817##IVERMEC                                      6MG CX 4 COMP##20,70 
7898049793532##IVERMECTINA                                  6MG CX 500 COMP EMB HOSP##1.166,42 
7896714212678##IVERMECTINA                                  6MG CX 2 COMP##8,82 
7896714212708##IVERMECTINA                                  6MG CX 4 COMP##15,48 
7898049792351##IVERMECTINA                                  6MG CX 2 COMP##8,82 
7898049793310##IVERMECTINA                                  6MG CX 4 COMP##14,73 
7896714212821##IVERNEO                                      6MG CX 2 COMP##11,22 
7896714212838##IVERNEO                                      6MG CX 4 COMP##18,26 
7898040321499##IXIUM                                        5,0MG CREME DERM 12 SACH X 0,25##149,87 
7898216361373##IZONAX                                       200MG CX 10 COMP##21,47 
7898216361380##IZONAX                                       200MG CX 30 COMP##54,51 
7898216361359##IZONAX                                       20MG CREM DERM BG 30##15,09 
7898216364022##IZONAX                                       20MG SHAMPOO FR 100ML##25,50 
7897337708203##JANUMET                                      50+1000MG CX 56 COMP##144,46 
7897337708159##JANUMET                                      50+500MG CX 28 COMP##72,22 
7897337708166##JANUMET                                      50+500MG CX 56 COMP##144,46 
7897337708173##JANUMET                                      50+850MG CX 28 COMP##72,22 
7897337708180##JANUMET                                      50+850MG CX 56 COMP##144,46 
7897337707657##JANUVIA                                      100MG CX 14 COMP##72,31 
7897337707664##JANUVIA                                      100MG CX 28 COMP##144,64 
7897337707596##JANUVIA                                      25MG CX 28 COMP##36,17 
7897337707626##JANUVIA                                      50MG CX 28 COMP##72,31 
7896026306638##JARDIANCE                                    10MG CX 10 COMP REV##48,12 
7896026306416##JARDIANCE                                    10MG CX 30 COMP REV##144,35 
7896026306171##JARDIANCE                                    25MG CX 10 COMP REV##48,12 
7896026306188##JARDIANCE                                    25MG CX 30 COMP REV##144,35 
7893290402203##JAVLOR                                       25MG SOL DIL INFUS FA X 4ML##1.242,69 
7896290402210##JAVLOR                                       25MG/ML  SOL DIL INFUS FA X 10ML##2.739,61 
7896290402197##JAVLOR                                       25MG/ML SOL DIL INFUS FA X 2ML##561,63 
7891158023736##JEVITY                                       LATA 237ML##47,98 
7891158026171##JEVITY PLUS                                  LATA 237ML##58,07 
7891158026188##JEVITY PLUS RTH                              SF-1000ML##534,32 
7891158026058##JEVITY RTH                                   SF-1000ML##459,34 
7891058012946##JEVTANA                                      60MG SOL INJ FA X 1,5ML+DIL X 4,5ML##14.304,60 
7891158100307##JEVUTY HICAL RTH                             SF-1000ML##707,01 
7897595620385##JULIET                                       75MCG 28FCT BR##20,96 
7897595625540##JULIET                                       75MCG 84FCT BR##55,16 
7897595625540##JULIET                                       0,075MG CX 84 COMP REV##57,92 
7897595620385##JULIET                                       0,075MG X 28 COMP REV##22,00 
7896672202049##JUMEXIL                                      10MG CX 30 DR##63,08 
7896672201783##JUMEXIL                                      5MG CX 20 COMP##24,75 
7896212423620##JURNISTA                                     16MG 30 COMP REV##222,44 
7896212423637##JURNISTA                                     32MG 30 COMP REV##393,10 
7896212423613##JURNISTA                                     8MG 30 COMP REV##141,79 
7896226506487##KADCYLA                                      100MG PO LIOF SOL INJ FA##5.650,48 
7896226506494##KADCYLA                                      160MG PO LIOF SOL INJ FA##9.040,76 
7897917003841##KALICID                                      FR 10ML##15,87 
7897917002592##KALICID                                      FR 5ML##7,61 
7896094901322##KALLOPLAST                                   20MG+0,15ML SOL FR 5ML##8,31 
7896094901360##KALLOPLAST                                   240MG/G CX 4 ADESIVOS##48,70 
7896641804380##KALOBA                                       SOL ORAL FR 20ML##36,94 
7896641804397##KALOBA                                       SOL ORAL FR 50ML##57,92 
7897299900103##KALOCAR                                      0,2+0,15G COLODIO FR 15ML##12,55 
7897299900677##KALOCAR ACID                                 200MG POM BG 50##17,41 
7896212423583##KALYAMON KIDS                                SUS ORAL FR 250ML##15,45 
7896212422562##KALYAMON KIDS                                250ML+COP##16,43 
7896212400005##KALYAMON KIDS                                FR 250ML##16,43 
7896658004964##KAMILLOSAN                                   CREME BG 20##14,65 
7896658005060##KAMILLOSAN                                   CREME BG 50##27,87 
7896226506135##KANAKION                                     2MG/0,2ML X 5AMP+5##10,77 
7896226502113##KANAKION MM                                  10MG CX 5 AMP X 1ML##14,44 
7898014560800##KAOSEC                                       2MG CX 12 COMP##5,15 
7898014560817##KAOSEC                                       2MG CX 200 COMP##63,58 
7898331960321##KAPROSOL                                     15MG CX 14 CAP##13,46 
7898331960338##KAPROSOL                                     15MG CX 28 CAP##26,93 
7898331960352##KAPROSOL                                     30MG CX 14 CAP##22,09 
7898331960369##KAPROSOL                                     30MG CX 28 CAP##36,96 
7898331960345##KAPROSOL                                     30MG CX 7 CAP##13,46 
8902220105386##KARVIL                                       12,5MG CX 15 COMP##15,58 
8902220107847##KARVIL                                       12,5MG CX 30 COMP##23,45 
8902220107274##KARVIL                                       25MG CX 30 COMP##31,95 
8902220105393##KARVIL                                       3,125MG CX 15 COMP##12,08 
8902220107854##KARVIL                                       3,125MG CX 30 COMP##18,18 
8902220105416##KARVIL                                       6,250MG CX 15 COMP##13,79 
8902220107861##KARVIL                                       6,250MG CX 30 COMP##20,75 
7898049790555##KATRIZAN                                     5MG+250UI POM DERM BG 20##14,01 
7898049792849##KATRIZAN                                     5MG+250UI POM DERM BG 10##7,00 
7898049791484##KATRIZAN                                     5MG/G + 250 UI/G POM DERM 20G EMB HOSP##482,53 
7896083400683##KAVA KAVA                                    75MG CX 45 CAP##22,48 
7896676405781##KAVIT                                        10MG CX 50AMP X 1ML EMB HOSP##46,66 
7898901848219##KEFADIM                                      1G PO INJ CT FA##28,65 
7898564760613##KEFADIM                                      1G PO INJ CX 50 FA##1.413,07 
7898901848189##KEFADIM                                      1G INJ CX 25 FA##706,54 
7897406115581##KEFALOMAX                                    1G CX. C/ 50 FR.##208,90 
7898934756048##KEFAZOL                                      1G PO INJ CX50 FA CAPAC. 10ML + 50BOLS##656,41 
7898901848035##KEFAZOL                                      250MG PO INJ CT FA C. 10ML+AMP DIL X2ML##6,62 
7898901848042##KEFAZOL                                      500MG PO INJ CT FA C. 10ML+AMP DIL X2ML##10,21 
7898901848028##KEFAZOL                                      1G INJ CX 50 FA##656,41 
7897595601384##KEFLAXINA                                    500MG CX 8 CAP GEL##12,93 
7897595601391##KEFLAXINA                                    50MG/ML PO SUS FR 100ML##25,09 
7898906376656##KEFLEX                                       1,5G PO PREP OR FR 15ML+BICO##19,18 
7898906376670##KEFLEX                                       100MG SUS OR FR 100ML+BICO+SER DOS##106,29 
7898906376649##KEFLEX                                       1G CX 40 DR##312,79 
7898906376632##KEFLEX                                       1G CX 8 DR##63,53 
7898906376625##KEFLEX                                       500MG CX 40 DR##163,66 
7898906376618##KEFLEX                                       500MG CX 8 DR##32,86 
7898906376663##KEFLEX                                       50MG SUS OR FR 100ML+COL DOS##59,02 
7898901848011##KEFLIN                                       1G PO INJ CX 50 FA##288,48 
7898901848325##KEFORAL                                      500MG CX 40 CAP##106,05 
7898911244957##KEFORAL                                      500MG CX 25BL X 8 CAP##510,40 
7898901848318##KEFORAL                                      500MG CX 8 CAP GEL##21,49 
7898901848356##KEFOX                                        1G PO INJ CT 25 FA 10ML + 25AMP 10ML##837,72 
7898934756154##KEFOX                                        1G PO INJ CX25 FA 10ML+ 25BOLS 100ML EMB HOSP##900,18 
7898901848349##KEFOX                                        1G PO INJ CX 25 FA##837,72 
7897406115345##KEFOZIL                                      1G CX 25FA+DIL##106,21 
7897406115352##KEFOZIL                                      1G CX 50FA+DIL##212,47 
7898901848295##KEFTRON                                      1G PO INJ CT 25 FA 10ML + 25AMP PLAS 10ML##814,78 
7898934756406##KEFTRON                                      1G PO INJ CT 50 FA 10 ML + 50 AMP X 10ML##1.629,54 
7898901848288##KEFTRON                                      1G INJ CX 25 FA##814,78 
7898901843622##KEFTRON                                      1G PO INJ CT 50FA X 10 ML##1.629,54 
7898040322618##KELO-COTE                                    SPRAY 100ML##133,98 
7898040321871##KELO-COTE                                    GEL BISN 15##113,40 
7898040324391##KELO-COTE UV                                 GEL BG 15##120,49 
7896472500420##KELTRINA                                     1% LOCAO 60ML+PENTE FINO##9,60 
7896472502561##KELTRINA                                     10MG/ML LOCAO CX 128 FR X 60ML##1.056,52 
7896472502745##KELTRINA                                     PLUS 5% LOCAO 60ML##19,11 
7898901848530##KEROXIME                                     750MG PO INJ CT FA X 10 ML##26,53 
7898901848615##KEROXIME                                     750MG PO 50 FA 10ML + 50AMP 10ML##1.331,91 
7898901848554##KEROXIME                                     750MG PO CT 25 FA 10 ML + 25AMP 10ML##665,94 
7898901848202##KEROXIME                                     750MG PO INJ CT FA 10ML + AMP 10 ML##26,68 
7898901848608##KEROXIME                                     750MG PO INJ CX 50 FA##1.326,57 
7898901848547##KEROXIME                                     750MG IV/IM INJ 25FA##663,13 
7896676405118##KETAMIN-S                                    50MG CX 5FR X 10ML EMB HOSP##314,72 
7896676412062##KETAMIN-S                                    50MG SOL INJ CX 25AMP X 2ML EMB HOSP##263,22 
7896622301143##KETOMICOL                                    200MG CX 10 COMP##25,41 
7896622301167##KETOMICOL                                    20MG CREME BG 30##18,91 
7896622301174##KETOMICOL                                    20MG SHAMPOO FR 100ML##39,59 
7896622301150##KETOMICOL                                    COMP CX C/30##63,48 
7891721021961##KIADON                                       120MG CX 20 COMP REV##35,70 
7891721019104##KIADON                                       120MG CX 30 COMP REV##53,54 
7891721000751##KIADON                                       80MG CX 20 COMP REV##23,75 
7891721051197##KIADON                                       80MG CX 30 COMP REV##35,63 
7890282800770##KIATRIUM                                     10MG CX 20 COMP##8,42 
7890282800787##KIATRIUM                                     10MG CX 30 COMP##12,21 
7890282800756##KIATRIUM                                     5MG CX 20 COMP##6,10 
7898168009682##KINERASE                                     CREME BG 40##66,28 
7898168009798##KINERASE                                     LOCAO FR 40##66,28 
7896685302002##KIOS                                         640MG CX 14 COMP REV##24,97 
7896685302026##KIOS                                         640MG CX 28 COMP REV##48,30 
7896685301999##KIOS                                         640MG CX 7 COMP REV##14,73 
7898146826263##KITAPEN                                      100MG CX 60 COMP##216,58 
7898146826201##KITAPEN                                      100MG CX 7 COMP##25,27 
7898146826256##KITAPEN                                      100MG X 30 COMP##108,30 
