7896023792113##OLEO DE LINHACA                              FR 30 COMP##23,72 
8902220114722##RESPIDON                                     1MG CX 30 COMP##23,12 
8902220105195##RESPIDON                                     2MG CX 20 COMP##22,40 
8902220114739##RESPIDON                                     2MG CX 30 COMP##23,12 
8902220105218##RESPIDON                                     3MG CX 20 COMP##22,40 
8902220114746##RESPIDON                                     3MG CX 30 COMP##23,12 
7898060132198##RESPIRAN                                     10MG XPE FR 120ML+CM##21,47 
7898060133577##RESPIRAN                                     5MG XPE FR 120ML+CM##15,59 
7896422516624##RESPIRATUS                                   7MG XPE FR 100ML+CM##27,41 
7896015522582##RESPIRE MELHOR                               KIT L3P2##27,97 
7896015523350##RESPIRE MELHOR                               KIT DISTRIBUIDOR##55,95 
7896015519674##RESPIRE MELHOR                               MENTOL PELE NORMAL CX 10 TIRAS##15,72 
7896015518622##RESPIRE MELHOR                               PELE NORMAL CX 10 TIRAS (+10% IPI)##15,72 
7896015519773##RESPIRE MELHOR                               PELE NORMAL CX 10 TIRAS GRANDE (+10% IPI)##15,72 
7896015524999##RESPIRE MELHOR                               PELE NORMAL CX 30 TIRAS##29,80 
7896015518639##RESPIRE MELHOR                               PELE SECA/SENSIVEL CX 10 TIRAS (+10% IPI)##15,72 
7891010780302##RESPRIN                                      400+20MG+400+4MG CX 12 COMP 6LARANJA+6AMARELO##10,56 
7891010780715##RESPRIN                                      400+20MG+400+4MG CX 50BL X 2LARANJA+2AMARELO##176,10 
7897316805077##RESTASIS                                     0,05% EMULSAO OFT CX 30FLAC##129,75 
7892953000380##RESTIVA                                      10MG CX 2 SACH##70,79 
7892953000410##RESTIVA                                      20MG CX 2 SACH##106,45 
7892953000359##RESTIVA                                      5MG CX 2 SACH##55,64 
7896360001268##RESVEROL                                     1000MG FR 30 CAP##42,00 
7896637022576##RETEMIC                                      1MG XPE FR 120ML##27,04 
7896637022552##RETEMIC                                      5MG CX 30 COMP##20,35 
7896637022569##RETEMIC                                      5MG CX 60 COMP##33,80 
7896637023566##RETEMIC UD                                   10MG CX 30 COMP##61,14 
7896637026055##RETEMIC UD                                   10MG CX 15 COMP##30,57 
7896212450121##RETIN A MICRO                                1MG/G GEL BG 20##49,49 
7898049799602##REUMOTEC                                     20MG CX 10 COMP##22,61 
7896637023047##REUQUINOL                                    400MG CX 30 COMP REV##50,86 
7896472513246##REUTRITE                                     50MG CX 20 COMP##6,77 
7896658016837##REVANGE                                      37,5+325MG CX 10 COMP REV##14,51 
7896658016844##REVANGE                                      37,5+325MG CX 20 COMP REV##29,79 
7896714203386##REVASTIN                                     10MG CX 30 COMP REV##41,05 
7891268106794##REVATIO                                      20MG CX 90 COMP##2.070,86 
7896255766470##REVECTINA                                    6MG CX 2 COMP##13,51 
7896255766487##REVECTINA                                    6MG CX 4 COMP##23,76 
7896676403923##REVIA                                        50MG FR 30 CAP##215,35 
7894164001156##REVIGONAL                                    100MG CX 30 CAP GEL DURA##27,35 
7894164004911##REVIGONAL                                    100MG CX 60 CAP GEL DURA##54,72 
7896241285961##REVITAM                                      JUNIOR SOL ORAL FR 120ML##30,90 
7898549755818##REVITAM                                      CALCIO SUS OR FR X 225ML##33,38 
7896015520403##REVOLADE                                     25MG CX 14 COMP##1.573,54 
7896015520427##REVOLADE                                     50MG CX 14 COMP##3.147,38 
7896014664214##RIBAVIRIN                                    250MG 1 FR PLAS X 20 CAP GEL DURA##154,91 
7896014664221##RIBAVIRIN                                    250MG 1 FR PLAS X 40 CAP GEL DURA##309,82 
7896014664238##RIBAVIRIN                                    250MG FR 60 CAP GEL DURA##462,55 
7891058060336##RIFALDIN                                     300MG CX 6 CAP##11,12 
7896004710419##RIFAMICINA                                   10MG SPRAY FR 20ML##11,12 
7896004710433##RIFAMICINA                                   10MG SPRAY FR 20ML##10,74 
7894916140478##RIFAMICINA                                   10MG SPRAY FR 20ML##10,23 
7896714208589##RIFAMICINA                                   SV 10MG SOL TOP FR 20ML##10,34 
7891317422035##RIFAMICINA                                   10MG SOL SPRAY FR 20ML##11,33 
7896714203157##RIFAN                                        10MG SPRAY FR 20ML##16,11 
7896004705156##RIFASAN                                      10MG SPRAY FR 20ML##11,09 
7891058061562##RIFOCINA                                     10MG SOL TOP SPRAY FR 20ML##17,21 
7897655400230##RILAN                                        2% SOL NAS FR 15ML##13,82 
7897655401176##RILAN                                        4% SOL NAS FR 13ML##26,61 
7898272940963##RILOTOL                                      50MG CX 28 COMP REV##690,19 
7898272940970##RILOTOL                                      50MG CX 30 COMP REV##739,50 
7896070601307##RILUTEK                                      50MG CX 56 COMP##1.477,54 
7898272940987##RILUZOL                                      50MG CX 28 COMP REV##457,33 
7898272940994##RILUZOL                                      50MG CX 30 COMP REV##489,99 
7897595621115##RILUZOL                                      50MG CX 60 COMP REV##960,38 
7896714218168##RINIDAL                                      0,25MG SOL NAS FR 20ML INF##5,56 
7896714218151##RINIDAL                                      0,5MG SOL NAS FR 10ML ADU##11,46 
7896714218175##RINIDAL                                      0,5MG SOL NAS FR 30ML##7,31 
7896004704883##RINIGRAN                                     0,05% SOL FR GTS 10ML INF##7,42 
7893736003093##RINOBEN                                      SOL NAS FR 30ML##5,65 
7898074610910##RINOFLUIMUCIL                                10+5MG SOL NAS FR GTS 12ML##8,37 
7896658005794##RINOLASTIN                                   0,9 PCC SOL NAS SPR FRX10ML##31,50 
7896331702521##RINOMAX                                      0,5+0,1+9MG SOL NAS FR 30ML##7,12 
7896331703733##RINOSOFT S                                   9MG/ML SOL NAS FR GTS 30ML##6,60 
7897322704944##RINOSORO                                     30MG SOL NAS SPRAY 50ML##12,20 
7897322702032##RINOSORO                                     9+0,1MG SOL NAS FR 30ML+C##6,94 
7897322704593##RINOSORO                                     9MG SOL NAS SPRAY 50ML##11,98 
7897322706658##RINOSORO                                     9MG SOL NAS SPRAY FR 50ML INF##11,87 
7897322709376##RINOSORO JET                                 0,9% SPRAY NASAL FR 100ML##26,98 
7896083400935##RINOSPRAY                                    FR SPRAY 100ML##21,71 
7896641800412##RIOPAN                                       SUS FR 240ML##15,10 
7896641800733##RIOPAN PLUS                                  CX 20 COMP MAST##18,97 
7896641800740##RIOPAN PLUS                                  GEL FR 240ML##20,37 
7898901921783##RIPEVIL                                      1MG CX 20 COMP REV##26,10 
7898901921783##RIPEVIL                                      1MG CX 20 COMP REV##26,10 
7898901921790##RIPEVIL                                      2MG CX 20 COMP REV##36,53 
7898901921790##RIPEVIL                                      2MG CX 20 COMP REV##36,53 
7898901921806##RIPEVIL                                      3MG CX 20 COMP REV##51,14 
7898901921806##RIPEVIL                                      3MG CX 20 COMP REV##51,14 
7896658018589##RISEDRONATO DE SODIO                         35MG CX 4 COMP REV##87,12 
7896004728650##RISEDRONATO SODICO                           35MG CX 2 COMP REV##48,38 
7896004728667##RISEDRONATO SODICO                           35MG CX 4 COMP REV##94,26 
7896004723440##RISEDRONATO SODICO                           35MG CX 4 COMP REV##93,16 
7894916145060##RISEDRONATO SODICO                           35MG CX 4 COMP REV##93,16 
7895296296021##RISEDRONATO SODICO                           35MG CX 4 COMP REV##67,08 
7896181922544##RISEDRONATO SODICO                           35MG CX 4 COMP REV##87,12 
7896004728728##RISEDRONEL                                   35MG BL 4 COMP##83,38 
7894916509541##RISEDROSS                                    35MG CX 12 COMP REV##90,98 
7894916505185##RISEDROSS                                    35MG CX 2 COMP REV##20,60 
7894916505178##RISEDROSS                                    35MG CX 4 COMP REV##41,23 
7897572000988##RISELLE                                      25MG CX 1FA##397,99 
7896004723921##RISONATO                                     35MG CX 2 COMP REV##20,60 
7896004723938##RISONATO                                     35MG CX 4 COMP REV##41,23 
7897595616821##RISPALUM                                     1MG CX 20 COMP##15,77 
7897595616838##RISPALUM                                     1MG CX 60 COMP##47,33 
7897595616852##RISPALUM                                     2MG CX 20 COMP##15,77 
7897595616876##RISPALUM                                     3MG CX 20 COMP##15,77 
7898902274888##RISPERAC                                     1MG CX 10 COMP REV##14,83 
7898902274895##RISPERAC                                     1MG CX 20 COMP REV##29,68 
7898902274901##RISPERAC                                     1MG CX 30 COMP REV##44,52 
7898902274918##RISPERAC                                     1MG CX 60 COMP REV EMB HOSP##89,05 
7898902274925##RISPERAC                                     2MG CX 10 COMP REV##24,85 
7898902274932##RISPERAC                                     2MG CX 20 COMP REV##49,69 
7898902274949##RISPERAC                                     2MG CX 30 COMP REV##74,55 
7898902274956##RISPERAC                                     2MG CX 60 COMP REV EMB HOSP##149,10 
7898902274963##RISPERAC                                     3MG CX 10 COMP REV##33,17 
7898902274970##RISPERAC                                     3MG CX 20 COMP REV##66,33 
7898902274987##RISPERAC                                     3MG CX 30 COMP REV##99,51 
7898902274994##RISPERAC                                     3MG CX 60 COMP REV EMB HOSP##199,02 
7896212424023##RISPERDAL                                    0,50MG CX 10 COMP REV##16,27 
7896212420209##RISPERDAL                                    1MG CX 20 COMP REV##63,96 
7896212429356##RISPERDAL                                    1MG/ML SOL ORAL FR 30ML##102,81 
7896212424016##RISPERDAL                                    250MCG CX 10 COMP REV##8,14 
7896212420216##RISPERDAL                                    2MG CX 20 COMP REV##132,61 
7896212420223##RISPERDAL                                    3MG CX 20 COMP REV##197,42 
7896212423408##RISPERDAL CONSTA                             25MG PO INJ FA+DIL SER X 2ML+2AGU+1DISP##615,23 
7896212423415##RISPERDAL CONSTA                             37,5MG PO INJ FA+DIL SER X 2ML+2AGU+1DISP##794,11 
7896212423422##RISPERDAL CONSTA                             50MG PO INJ FA+DIL SER X 2ML+2AGU+1DIS##1.144,63 
7896676410914##RISPERIDON                                   1MG CX 20BL X 10 COMP EMB HOSP##330,20 
7896676415803##RISPERIDON                                   1MG/ML SOL ORAL - 10FR X 30ML + DOS##356,72 
7896676410921##RISPERIDON                                   2MG CX 20BL X 10 COMP REV EMB HOSP##451,50 
7896676410938##RISPERIDON                                   3MG CX 20BL X 10 COMP EMB HOSP##599,10 
7896676412208##RISPERIDON                                   1MG CX 3BL X 10 COMP REV##31,34 
7896676415797##RISPERIDON                                   1MG/ML SOL ORAL FR 30ML+SER DOS##31,34 
7896676404500##RISPERIDON                                   2MG CX 2BL X 10 COMP REV##44,02 
7896676412192##RISPERIDON                                   2MG CX 3BL X 10 COMP REV##31,34 
7896676412246##RISPERIDON                                   3MG CX 3BL X 10 COMP REV##31,34 
7898146823378##RISPERIDONA                                  1MG CX 20 COMP REV##35,18 
7896004721255##RISPERIDONA                                  1MG SOL ORAL FR 30ML##66,79 
7896004721248##RISPERIDONA                                  1MG SOL ORAL FR 30ML##66,79 
7899547503685##RISPERIDONA                                  1MG/ML SOL OR CX 100 FR X 30ML+SER DOS##5.977,36 
7899547503647##RISPERIDONA                                  1MG/ML SOL OR FR X 30ML+SER DOS##66,82 
7898146823415##RISPERIDONA                                  2MG CX 20 COMP REV##72,92 
7898146823453##RISPERIDONA                                  3MG CX 20 COMP REV##108,59 
7898902274888##RISPERIDONA                                  1MG CX 10 COMP REV##20,78 
7897076909275##RISPERIDONA                                  1MG CX 20 COMP##20,22 
7898902274895##RISPERIDONA                                  1MG CX 20 COMP REV##41,57 
7898146823385##RISPERIDONA                                  1MG CX 30 COMP##42,56 
7898902274901##RISPERIDONA                                  1MG CX 30 COMP REV##62,35 
7898902274918##RISPERIDONA                                  1MG CX 60 COMP REV EMB HOSP##124,72 
7898902274925##RISPERIDONA                                  2MG CX 10 COMP REV##43,08 
7897076910479##RISPERIDONA                                  2MG CX 20 COMP##20,22 
7898902274932##RISPERIDONA                                  2MG CX 20 COMP REV##86,18 
7898146823422##RISPERIDONA                                  2MG CX 3 COMP##88,32 
7898902274949##RISPERIDONA                                  2MG CX 30 COMP REV##129,28 
7898902274956##RISPERIDONA                                  2MG CX 60 COMP REV EMB HOSP##258,57 
7898902274963##RISPERIDONA                                  3MG CX 10 COMP REV##64,15 
7897076910943##RISPERIDONA                                  3MG CX 20 COMP##20,22 
7898902274970##RISPERIDONA                                  3MG CX 20 COMP REV##128,31 
7898146823460##RISPERIDONA                                  3MG CX 30 COMP##127,69 
7898902274987##RISPERIDONA                                  3MG CX 30 COMP REV##192,47 
7898902274994##RISPERIDONA                                  3MG CX 60 COMP REV EMB HOSP##384,95 
7891317431525##RISPERIDONA                                  1MG CX 20 COMP##39,25 
7897595604828##RISPERIDONA                                  1MG CX 20 COMP REV##39,23 
7896658011283##RISPERIDONA                                  1MG CX 20 COMP REV##34,28 
7896181916819##RISPERIDONA                                  1MG CX 20 COMP REV##34,28 
7891721201219##RISPERIDONA                                  1MG CX 30 COMP REV##37,96 
7891317448653##RISPERIDONA                                  1MG CX 30 COMP REV##46,63 
7897595605115##RISPERIDONA                                  1MG CX 60 COMP REV##58,52 
7891317431532##RISPERIDONA                                  2MG CX 20 COMP##81,39 
7897595604835##RISPERIDONA                                  2MG CX 20 COMP REV##81,36 
7896658000461##RISPERIDONA                                  2MG CX 20 COMP REV##71,06 
7896181916864##RISPERIDONA                                  2MG CX 20 COMP REV##71,06 
7891721201233##RISPERIDONA                                  2MG CX 30 COMP REV##80,19 
7891317448677##RISPERIDONA                                  2MG CX 30 COMP REV##98,63 
7891317431549##RISPERIDONA                                  3MG CX 20 COMP##121,19 
7897595604842##RISPERIDONA                                  3MG CX 20 COMP REV##121,14 
7896658011320##RISPERIDONA                                  3MG CX 20 COMP REV##105,80 
7896181916918##RISPERIDONA                                  3MG CX 20 COMP REV##105,80 
7891721201257##RISPERIDONA                                  3MG CX 30 COMP REV##119,64 
7891317446659##RISPERIDONA                                  3MG CX 30 COMP REV##144,53 
7891317473853##RISS                                         1MG CX 10 COMP REV##7,29 
7891317448707##RISS                                         1MG CX 20 COMP REV##25,34 
7891317448714##RISS                                         1MG CX 30 COMP REV##23,27 
7891317473860##RISS                                         2MG CX 10 COMP REV##7,29 
7891317448738##RISS                                         2MG CX 20 COMP REV##25,34 
7891317448745##RISS                                         2MG CX 30 COMP REV##23,27 
7891317448776##RISS                                         3MG CX 20 COMP REV##14,58 
7891317448783##RISS                                         3MG CX 30 COMP REV##23,27 
7896261017290##RITALINA                                     10MG CX 20 COMP##16,18 
7896261018754##RITALINA                                     10MG CX 30 COMP##24,27 
7896261017306##RITALINA                                     10MG CX 60 COMP##48,51 
7896261017177##RITALINA LA                                  10MG CX 30 CAP##61,88 
7896261006850##RITALINA LA                                  20MG CX 30 CAP##164,94 
7896261006867##RITALINA LA                                  30MG CX 30 CAP##173,19 
7896261006874##RITALINA LA                                  40MG CX 30 CAP##181,83 
7896255716449##RITMONORM                                    300MG CX 10 COMP REV##21,12 
7896255716438##RITMONORM                                    300MG CX 30 COMP REV##63,46 
7896255716758##RITMONORM                                    300MG CX 20 COMP REV##40,26 
7896255764858##RITMONORM                                    300MG CX 60 COMP REV##126,92 
7897595613264##RIVASTIGMINA                                 1,5MG CX 28 COMP##90,47 
7897595613271##RIVASTIGMINA                                 3,0MG CX 28 COMP##103,88 
7897595613288##RIVASTIGMINA                                 3MG CX 56 COMP##206,24 
7897595613295##RIVASTIGMINA                                 4,5MG CX 28 COMP##117,82 
7897595613301##RIVASTIGMINA                                 6,0MG CX 28 COMP##120,24 
7896226504742##RIVOTRIL                                     0,25MG CX 30 COMP SUB-LINGUAL##3,92 
7896226500201##RIVOTRIL                                     0,5MG CX 20 COMP##5,16 
7896226502427##RIVOTRIL                                     0,5MG CX 30 COMP##7,76 
7896226501239##RIVOTRIL                                     2,5MG SUS OR FR 20ML##12,23 
7896226500218##RIVOTRIL                                     2MG CX 20 COMP##8,99 
7896226502410##RIVOTRIL                                     2MG CX 30 COMP##13,58 
7896226501734##ROACUTAN                                     10MG CX 30 CAP##74,45 
7896226500027##ROACUTAN                                     20MG CX 30 CAP##137,46 
7896226500669##ROCALTROL                                    0,25MCG FR 30 CAP##84,76 
7896226500591##ROCEFIN                                      IM 1G CX 1FA+AMP DIL X 3,5ML##103,46 
7896226500584##ROCEFIN                                      IM 500MG CX 1FA+AMP DIL X 2ML##60,42 
7896226500614##ROCEFIN                                      IV 1G CX 1FA+AMP DIL X 10ML##47,65 
7896226500607##ROCEFIN                                      IV 500MG CX 1FA+AMP DIL X 5ML##31,61 
7896676413632##ROCURON                                      10MG SOL INJ CX 12FR X 5ML EMB HOSP##484,54 
7894916501705##ROHYDORM                                     1MG CX 20 COMP REV##8,23 
7894916501255##ROHYDORM                                     2MG CX 20 COMP REV##14,90 
7896226500263##ROHYPNOL                                     1MG CX 20 COMP##9,11 
7896226502434##ROHYPNOL                                     1MG CX 30 COMP##13,65 
7897406112207##ROMERAN                                      50MG CX 12 FA##603,64 
7896676411898##ROPI                                         10MG CX 5EST X 1AMP X 20ML EMB HOSP##226,41 
7896676415568##ROPI                                         10MG CX 5EST X 1FR X 20ML##226,41 
7896676411959##ROPI                                         2MG CX 5EST X 1AMP X 20ML EMB HOSP##147,40 
7896676415551##ROPI                                         2MG CX 5EST X 1FR X 20ML##147,40 
7896676411935##ROPI                                         7,5MG CX 5EST X 1AMP X 20ML EMB HOSP##168,06 
7896676415575##ROPI                                         7,5MG CX 5EST X 1FR X 20ML##168,06 
7896004730004##ROSTATIN                                     10MG CX 3BL X 10 COMP REV##32,88 
7896004729121##ROSTATIN                                     20MG CX 3BL X 10 COMP REV##57,38 
7896004748092##ROSTATIN                                     5MG CX 10 COMP REV##9,16 
7896004743721##ROSTATIN                                     5MG CX 4BL X 15 COMP REV##54,99 
8902220109513##ROSUCOR                                      10MG CX 10 COMP REV##18,19 
8902220109506##ROSUCOR                                      10MG CX 30 COMP REV##26,60 
8902220109582##ROSUCOR                                      10MG CX 60 COMP REV##47,88 
8902220109520##ROSUCOR                                      20MG CX 30 COMP REV##46,60 
8902220109599##ROSUCOR                                      20MG CX 60 COMP REV##83,88 
7897595620712##ROSULIB                                      10MG CX 10 COMP REV##20,27 
7897595620729##ROSULIB                                      10MG CX 30 COMP REV##56,73 
7897595620750##ROSULIB                                      20MG CX 30 COMP REV##99,40 
7895296096157##ROSUSTATIN                                   10MG CX 30 COMP REV##32,88 
7895296096195##ROSUSTATIN                                   20MG CX 30 COMP REV##57,38 
7895296096249##ROSUSTATIN                                   5MG 4BL X 15 COMP REV##54,99 
7895296096225##ROSUSTATIN                                   5MG CX 10 COMP REV##9,16 
7896004729978##ROSUVAST                                     10MG CX 30 COMP REV##59,62 
7896004728919##ROSUVAST                                     20MG CX 30 COMP REV##130,53 
7894916147972##ROSUVASTATINA                                5MG CX 30 COMP REV##32,05 
7896004729640##ROSUVASTATINA CALCICA                        10MG CX 3BL X 10 COMP REV##74,51 
7896004729657##ROSUVASTATINA CALCICA                        10MG CX 3BL X 10 COMP REV##74,51 
7894916146104##ROSUVASTATINA CALCICA                        10MG CX 3BL X 10 COMP REV##74,51 
7896004728858##ROSUVASTATINA CALCICA                        20MG CX 3BL X 10 COMP REV##130,53 
7896004728865##ROSUVASTATINA CALCICA                        20MG CX 3BL X 10 COMP REV##130,53 
7894916146012##ROSUVASTATINA CALCICA                        20MG CX 3BL X 10 COMP REV##130,53 
8902220109544##ROSUVASTATINA CALCICA                        10MG CX 30 COMP REV##56,75 
7897595620613##ROSUVASTATINA CALCICA                        10MG CX 30 COMP REV##55,89 
7895296096034##ROSUVASTATINA CALCICA                        10MG CX 30 COMP REV##74,51 
8902220109605##ROSUVASTATINA CALCICA                        10MG CX 60 COMP REV##107,42 
8902220109551##ROSUVASTATINA CALCICA                        20MG CX 30 COMP REV##99,42 
7897595620637##ROSUVASTATINA CALCICA                        20MG CX 30 COMP REV##97,91 
7895296096096##ROSUVASTATINA CALCICA                        20MG CX 30 COMP REV##130,53 
8902220109612##ROSUVASTATINA CALCICA                        20MG CX 60 COMP REV##188,18 
7896422528580##ROSUVASTATINA CALCICA                        10MG CX 30 COMP REV##74,52 
7896658015465##ROSUVASTATINA CALCICA                        10MG CX 30 COMP REV##69,68 
7896422528627##ROSUVASTATINA CALCICA                        20MG CX 30 COMP REV##130,55 
7896658015502##ROSUVASTATINA CALCICA                        20MG CX 30 COMP REV##122,08 
7896181920502##ROSUVASTATINA CALCICA                        10MG CX 30 COMP REV##69,68 
7896181920540##ROSUVASTATINA CALCICA                        20MG CX 30 COMP REV##122,08 
7896070605497##ROVAMICINA                                   1,5MUI CX 16 COMP##41,50 
7896004737614##ROVELAN                                      80MG CX 30 COMP REV##27,32 
7896676418484##ROXETIN                                       30 MG - 200CP##557,43 
7896676418477##ROXETIN                                      20MG CX 200 COMP##371,59 
7896676412154##ROXETIN                                      20MG CX 30 COMP##51,76 
7896676409697##ROXETIN                                      30MG 2BL X 10CPS##51,76 
7896676409666##ROXETIN                                      20MG CX 20 COMP##34,50 
7891721012976##ROXFLAN                                      10MG CX 30 COMP##24,21 
7891721001932##ROXFLAN                                      5MG CX 20 COMP##8,17 
7891721012969##ROXFLAN                                      5MG CX 30 COMP##12,24 
7896714200668##ROXITRAN                                     300MG CX 5 COMP REV##28,71 
7898078942673##ROYFLEX                                      35+300+50MG CX 240 COMP##70,99 
7898078941515##ROYTRIN                                      200+40MG/5ML FR 100ML##9,47 
7898078941492##ROYTRIN                                      200+40MG/5ML FR 50ML##6,88 
7898078941454##ROYTRIN                                      400+80MG CX 20 COMP##10,01 
7897930760172##ROZEX                                        7,5% GEL BG X 30##37,06 
7893736004502##RUBIDEX                                      100+150MG CREME BG 30##13,53 
7898149930431##RUBIDOX                                      10 MG PO LIOF INJ CT 1 FA VD INC + DIL X 5 ML##49,72 
7898149930449##RUBIDOX                                      50MG PO LIOF INJ 1FA##176,50 
7896360000971##RUBRALONG                                    FR 120ML##15,70 
7896360000957##RUBRALONG                                    FR 30 COMP REV##17,50 
7899547506440##RUBROMICIN                                   25MG/ML SUS OR CX 50FR X 60ML EMB HOSP##250,90 
7898148291793##RUBROMICIN                                   25MG/ML SUS OR CX 50FR X 60ML HOSP##163,54 
7898148301461##RUBROMICIN                                   500MG CX 300 COMP EMB HOSP##192,34 
7898148301478##RUBROMICIN                                   500MG CX 480 COMP EMB HOSP##262,72 
7899547506525##RUBROMICIN                                   50MG/ML SUS OR CX 50FR 60 ML EMB HOSP##163,54 
7898148291700##RUBROMICIN                                   50MG/ML SUS OR CX 50FR X 60ML HOSP##250,90 
7896181907336##RUPAFIN                                      10MCG CX 10 COMP##38,76 
7896181917816##RUPAFIN                                      10MG CX 6 COMP##23,26 
7894916508414##RUSOVAS                                      10MG CX 30 COMP REV##32,88 
7894916509718##RUSOVAS                                      10MG CX 60 COMP REV##54,99 
7894916507240##RUSOVAS                                      20MG CX 30 COMP REV##57,38 
7894916509749##RUSOVAS                                      5MG CX 10 COMP REV##9,16 
7894916509206##RUSOVAS                                      5MG CX 60 COMP REV##54,99 
7898100264131##SABOFEN                                      SABONETE 100##16,14 
7898100264124##SABOFEN                                      SABONETE 50##10,75 
7891058226718##SABRIL                                       500MG CX 60 COMP##187,68 
7897473201811##SACIETTE                                     10MG CX 30 CAP##26,46 
7897473201828##SACIETTE                                     15MG CX 30 CAP##29,65 
7896023702761##SADOL                                        FR 400ML SB CHOCOLATE##12,96 
7896023702754##SADOL                                        FR 400ML SB MORANGO##12,96 
7896023702501##SADOL                                        FR 400ML SB TRADICIONAL##12,96 
7897337707435##SAFLUTAN                                     15MCG/ML SOL OFT 30 FLAC X 0,3ML##68,60 
7891721022463##SAIZEN                                       4UI+1,33MGCX 1FR AMP PO LIOF INJ CX 1FA+DIL##119,30 
7891721026263##SAIZEN                                       5,83MG/ML SOL INJ 1FA X 1,03ML##532,88 
7891721026270##SAIZEN                                       8MG/ML SOL INJ 1FA 1,5ML##1.065,76 
7891721026287##SAIZEN                                       8MG/ML SOL INJ 1FA 2,5ML##1.776,26 
7891721022470##SAIZEN                                       8MGCX 1FA PO LIOF INJ CX 1FA+DIL##703,41 
7896023725990##SAL AMARGO PURUFICADO                        DISPLAY 50ENV X 15##55,98 
7896090611126##SAL DE ANDREWS                               175MG PO EFERV  CX 60 ENV X 5G SB TRADICIONAL##29,14 
7896090611119##SAL DE ANDREWS                               176,50MG PO EFEV FRACAO 1 ENV SB TRADICIONAL##0,49 
7896015521684##SAL DE FRUTA ENO                             CX 60 ENV SB ABACAXI##47,50 
7896015517014##SAL DE FRUTA ENO                             CX 60 ENV SB GUARANA##47,50 
7896015560034##SAL DE FRUTA ENO                             CX 60 ENV SB LARANJA##47,50 
7896015518486##SAL DE FRUTA ENO                             CX 60 ENV SB LIMAO##47,50 
7896015560027##SAL DE FRUTA ENO                             CX 60 ENV SB TRADICIONAL##47,50 
7896015521622##SAL DE FRUTA ENO                             FR 100G SB ABACAXI##12,38 
7896015517045##SAL DE FRUTA ENO                             FR 100G SB GUARANA##12,38 
7896015560331##SAL DE FRUTA ENO                             FR 100G SB LARANJA##12,38 
7896015518370##SAL DE FRUTA ENO                             FR 100G SB LIMAO##12,38 
7896015560300##SAL DE FRUTA ENO                             FR 100G SB TRADICIONAL##12,38 
7896015521646##SAL DE FRUTA ENO                             FRACAO 2 ENV SB ABACAXI##1,58 
7896015516970##SAL DE FRUTA ENO                             FRACAO 2 ENV SB GUARANA##1,58 
7896015511166##SAL DE FRUTA ENO                             FRACAO 2 ENV SB LARANJA##1,58 
7896015518479##SAL DE FRUTA ENO                             FRACAO 2 ENV SB LIMAO##1,58 
7896015511159##SAL DE FRUTA ENO                             PO EFEV 2 ENV SB TRADICIONAL##1,58 
7893736015812##SALAZOPRIN                                   500MG CX 20 COMP##26,79 
7896422500265##SALDER S                                     CX SAB 80G (+5% IPI)##12,78 
7898100242757##SALICETIL                                    100MG CX 200 COMP##22,03 
7898100241897##SALICETIL                                    100MG CX 500 COMP##50,73 
7896622302478##SALIMETIN                                    ESPORTISTA AER FR 100ML##22,73 
7896622301532##SALIMETIN                                    ESPORTISTA GEL PLUS BG 30##15,12 
7899095220089##SALIPIRIN                                    100MG DISPLAY 200 COMP##21,93 
4987188521113##SALONPAS                                     PAIN RELIEF PATCH 105+31,5M##13,60 
7896227800089##SALONPAS                                     0,15+0,07G/G GEL BG 20##8,29 
7896227800034##SALONPAS                                     0,15+0,07G/G GEL BG 40##16,62 
7896227800041##SALONPAS                                     AIR 24+38,5+38,5MG/ML LATA 80ML##21,50 
7896227800027##SALONPAS                                     EMPLASTRO GRDE 330+300MG+65+50+42MG CX 2 UNID##4,38 
7896227800010##SALONPAS                                     EMPLASTRO PEQ 330+300MG+65+50+42MG CX 4 UNID##2,19 
7896227800171##SALONSIP                                     12,5+10+3,0+10MG/G EMPLASTRO CX 3 UNID##7,45 
7896094201514##SALSEP                                       9MG/ML SOL NAS FR SPRAY 50ML##11,98 
7896094207677##SALSEP                                       9MG/ML SOL NAS FR SPRAY 30ML##7,20 
7896094207943##SALSEP 360                                   9MG SOL OR FR 50ML##13,58 
7896094207950##SALSEP 360                                   SOL NAS FR 15ML##8,15 
7897917000574##SALVIT-M                                     XPE FR 100ML##11,80 
7898922749267##SAMUI                                        AGUA TERMAL SPRAY 100ML##21,30 
7898922749397##SAMUI                                        INTENSIVE CREAN 2 AH BG 70ML##30,00 
7898922749281##SAMUI                                        LIFT SERUN FR 30ML##42,70 
7898922749304##SAMUI                                        AGUA VEGETERMAL SPRAY 100ML##27,40 
7898922749298##SAMUI                                        LIFT EXTREME SERUN FR 30ML##53,00 
7898922749335##SAMUI                                        DEPILSOFT STRAY 100ML##18,00 
7898922749328##SAMUI                                        POS SOL SPRAY 30ML##39,20 
7898922749311##SAMUI                                        POS SOL SPRAY 5ML##9,30 
7896331700121##SANASAR                                      0,10G/G SABONETE 80##9,83 
7896331700114##SANASAR                                      100MG/ML LOCAO EMU FR 100 ML##10,20 
7896331704037##SANASAR                                      250MG/ML LOCAO EMU FR 100 ML##9,73 
7896261012134##SANDIMMUN                                    50MG INJ CX 10AMP X 1ML##160,25 
